time	V(vout)	V(n001)	V(n012)	V(n013)
5.500000000000000e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.082523e+000
5.506400000000000e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.082712e+000
5.519200000000000e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.083089e+000
5.544800000000000e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.083834e+000
5.596000000000001e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.085309e+000
5.600000000000000e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.085423e+000
5.607999999999999e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.085649e+000
5.623999999999996e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.086097e+000
5.655999999999990e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.086985e+000
5.700000000000000e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.088193e+000
5.706399999999999e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.088365e+000
5.719199999999997e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.088709e+000
5.744799999999992e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.089390e+000
5.795999999999983e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.090738e+000
5.800000000000000e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.090842e+000
5.808000000000034e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.091049e+000
5.824000000000101e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.091459e+000
5.856000000000237e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.092273e+000
5.900000000000000e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.093380e+000
5.906400000000027e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.093539e+000
5.919200000000081e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.093854e+000
5.944800000000190e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.094480e+000
5.996000000000406e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.095719e+000
6.000000000000000e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.095815e+000
6.007999999999188e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.096005e+000
6.023999999997565e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.096383e+000
6.055999999994317e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.097133e+000
6.100000000000001e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.098154e+000
6.106399999999351e-005	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.098300e+000
