time	V(vout)	V(n001)	V(n012)	V(n013)
4.200653574054248e-004	-3.422383e+000	-1.000000e-001	-1.000000e-001	-4.572884e-001
4.201960722162745e-004	-3.695129e+000	-1.000000e-001	-1.000000e-001	-4.763658e-001
4.203366359830480e-004	-3.872348e+000	-1.000000e-001	-1.000000e-001	-4.965033e-001
4.204747073834531e-004	-3.949790e+000	-1.000000e-001	-1.000000e-001	-5.157925e-001
4.206110356989679e-004	-3.979429e+000	-1.000000e-001	-1.000000e-001	-5.343187e-001
4.211814851695418e-004	-3.995818e+000	-1.000000e-001	-1.000000e-001	-6.060858e-001
4.216252584672400e-004	-3.995944e+000	-1.000000e-001	-1.000000e-001	-6.561708e-001
4.221039276030525e-004	-3.995992e+000	-1.000000e-001	-1.000000e-001	-7.048926e-001
4.230612658746776e-004	-3.995948e+000	-1.000000e-001	-1.000000e-001	-7.875364e-001
4.245816073252567e-004	-3.995966e+000	-1.000000e-001	-1.000000e-001	-8.893641e-001
4.270895389419481e-004	-3.995956e+000	-1.000000e-001	-1.000000e-001	-1.004063e+000
4.303485815166570e-004	-3.995960e+000	-1.000000e-001	-1.000000e-001	-1.093012e+000
4.340743357345550e-004	-3.995957e+000	-1.000000e-001	-1.000000e-001	-1.144855e+000
4.386225280943858e-004	-3.995960e+000	-1.000000e-001	-1.000000e-001	-1.172470e+000
4.443776310768633e-004	-3.995958e+000	-1.000000e-001	-1.000000e-001	-1.185307e+000
4.523185868937908e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.190380e+000
4.620842118937908e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.191812e+000
4.718498368937908e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.192225e+000
4.816154618937908e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.192539e+000
4.913810868937908e-004	-3.995958e+000	-1.000000e-001	-1.000000e-001	-1.192849e+000
4.980000000000001e-004	-3.996400e+000	-1.000000e-001	-1.000000e-001	-1.193058e+000
4.981000000000000e-004	-3.996145e+000	-1.000000e-001	-1.000000e-001	-1.193081e+000
4.983000000000000e-004	-3.995965e+000	-1.000000e-001	-1.000000e-001	-1.193182e+000
4.987000000000000e-004	-3.995960e+000	-1.000000e-001	-1.000000e-001	-1.193570e+000
4.990000000000000e-004	-3.995899e+000	-1.000000e-001	-1.000000e-001	-1.193996e+000
4.997199999999999e-004	-3.995935e+000	-1.000000e-001	-1.000000e-001	-1.195319e+000
5.004399999999999e-004	-3.995962e+000	-1.000000e-001	-1.000000e-001	-1.196516e+000
5.011599999999998e-004	-3.995980e+000	-1.000000e-001	-1.000000e-001	-1.197585e+000
5.018799999999997e-004	-3.995988e+000	-1.000000e-001	-1.000000e-001	-1.198527e+000
5.025999999999996e-004	-3.995988e+000	-1.000000e-001	-1.000000e-001	-1.199342e+000
5.033199999999996e-004	-3.995978e+000	-1.000000e-001	-1.000000e-001	-1.200030e+000
5.040399999999995e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.200591e+000
5.060000000000001e-004	-3.995953e+000	-1.000000e-001	-1.000000e-001	-1.202072e+000
5.061000000000000e-004	-3.995956e+000	-1.000000e-001	-1.000000e-001	-1.202139e+000
5.063000000000000e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.202319e+000
5.067000000000000e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.202831e+000
5.070000000000001e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.203323e+000
5.080000000000000e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.205326e+000
5.080640000000000e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.205447e+000
5.081920000000000e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.205703e+000
5.084480000000000e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.206289e+000
5.089600000000000e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.207615e+000
5.090000000000000e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.207729e+000
5.099999999999999e-004	-3.995959e+000	-1.000000e-001	-1.000000e-001	-1.210634e+000
